im_path,im_size,im_net_mask,joints
00471.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 693, 380], [1, 674, 405], [2, 655, 439]], [[0, 431, 436], [1, 449, 409], [2, 467, 378]], [[0, 451, 458], [1, 478, 444], [2, 513, 458]], [[0, 72, 390], [1, 103, 395], [2, 96, 425]], [[0, 45, 27], [1, 71, 19], [2, 90, 39]]]]"
00475.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 308, 456], [1, 336, 441], [2, 372, 421]], [[0, 406, 409], [1, 439, 397], [2, 475, 383]], [[0, 692, 240], [1, 696, 271], [2, 691, 314]], [[0, 69, 317], [1, 38, 325], [2, 36, 354]], [[0, 32, 73], [1, 50, 47], [2, 66, 18]]]]"
00479.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 74, 125], [1, 46, 118], [2, 39, 84]], [[0, 121, 276], [1, 96, 281], [2, 61, 299]], [[0, 210, 447], [1, 222, 428], [2, 250, 428]], [[0, 385, 387], [1, 420, 390], [2, 462, 390]], [[0, 631, 111], [1, 665, 111], [2, 681, 132]]]]"
00483.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 133, 453], [1, 150, 424], [2, 168, 394]], [[0, 364, 371], [1, 397, 383], [2, 440, 395]], [[0, 217, 246], [1, 183, 246], [2, 146, 258]], [[0, 191, 111], [1, 163, 124], [2, 142, 154]], [[0, 550, 184], [1, 549, 151], [2, 555, 111]]]]"
00487.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 152, 450], [1, 121, 445], [2, 109, 415]], [[0, 350, 356], [1, 385, 373], [2, 423, 391]], [[0, 649, 218], [1, 640, 246], [2, 600, 248]], [[0, 341, 232], [1, 302, 226], [2, 267, 232]], [[0, 385, 49], [1, 356, 53], [2, 317, 48]]]]"
00491.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 259, 448], [1, 231, 442], [2, 196, 454]], [[0, 339, 338], [1, 360, 356], [2, 391, 385]], [[0, 464, 261], [1, 435, 250], [2, 393, 245]], [[0, 527, 165], [1, 526, 133], [2, 499, 110]], [[0, 609, 117], [1, 646, 127], [2, 680, 141]]]]"
00495.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 328, 327], [1, 351, 351], [2, 383, 381]], [[0, 406, 456], [1, 371, 456], [2, 332, 446]], [[0, 540, 335], [1, 550, 303], [2, 574, 272]], [[0, 537, 265], [1, 518, 288], [2, 482, 290]], [[0, 568, 209], [1, 547, 189], [2, 557, 152]]]]"
00499.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 328, 312], [1, 345, 343], [2, 369, 377]], [[0, 558, 243], [1, 553, 271], [2, 529, 308]], [[0, 698, 330], [1, 688, 303], [2, 659, 287]], [[0, 394, 423], [1, 424, 429], [2, 458, 407]], [[0, 532, 453], [1, 498, 439], [2, 470, 454]]]]"
00503.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 669, 445], [1, 646, 452], [2, 606, 449]], [[0, 643, 439], [1, 657, 413], [2, 682, 382]], [[0, 328, 306], [1, 340, 338], [2, 356, 371]], [[0, 180, 346], [1, 210, 365], [2, 242, 394]], [[0, 618, 180], [1, 596, 203], [2, 566, 239]]]]"
00507.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 169], [1, 46, 195], [2, 76, 220]], [[0, 326, 292], [1, 331, 322], [2, 342, 360]], [[0, 541, 429], [1, 569, 444], [2, 609, 437]], [[0, 688, 452], [1, 658, 443], [2, 626, 447]], [[0, 695, 148], [1, 664, 147], [2, 635, 166]]]]"
00511.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 330, 283], [1, 332, 317], [2, 335, 360]], [[0, 392, 326], [1, 414, 348], [2, 432, 382]], [[0, 690, 448], [1, 658, 448], [2, 624, 445]], [[0, 668, 82], [1, 690, 98], [2, 683, 132]], [[0, 37, 28], [1, 37, 54], [2, 34, 88]]]]"
00515.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 689, 450], [1, 663, 450], [2, 629, 454]], [[0, 336, 276], [1, 331, 302], [2, 325, 347]], [[0, 368, 124], [1, 369, 157], [2, 359, 200]], [[0, 596, 131], [1, 621, 106], [2, 642, 72]], [[0, 64, 20], [1, 45, 39], [2, 39, 82]]]]"
00519.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 153, 12], [1, 125, 24], [2, 83, 36]], [[0, 423, 17], [1, 403, 35], [2, 379, 71]], [[0, 466, 203], [1, 493, 197], [2, 536, 187]], [[0, 337, 271], [1, 331, 303], [2, 317, 339]], [[0, 690, 428], [1, 664, 440], [2, 629, 450]]]]"
00555.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 513, 421], [1, 506, 447], [2, 468, 456]], [[0, 423, 309], [1, 394, 302], [2, 354, 290]], [[0, 689, 451], [1, 673, 431], [2, 680, 390]], [[0, 694, 348], [1, 687, 315], [2, 688, 276]], [[0, 40, 24], [1, 66, 30], [2, 94, 37]]]]"
00557.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 689, 447], [1, 675, 421], [2, 655, 399]], [[0, 667, 388], [1, 687, 370], [2, 699, 338]], [[0, 499, 394], [1, 527, 410], [2, 520, 445]], [[0, 431, 311], [1, 402, 303], [2, 364, 285]], [[0, 37, 21], [1, 61, 34], [2, 94, 39]]]]"
00559.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 439, 315], [1, 406, 301], [2, 366, 282]], [[0, 459, 355], [1, 480, 376], [2, 518, 399]], [[0, 637, 399], [1, 668, 388], [2, 683, 354]], [[0, 687, 450], [1, 671, 429], [2, 636, 420]], [[0, 39, 21], [1, 65, 38], [2, 96, 43]]]]"
00561.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 22], [1, 64, 32], [2, 87, 50]], [[0, 449, 316], [1, 421, 302], [2, 376, 282]], [[0, 413, 314], [1, 436, 339], [2, 468, 364]], [[0, 686, 448], [1, 661, 437], [2, 630, 425]], [[0, 577, 407], [1, 608, 407], [2, 643, 390]]]]"
00563.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 448, 317], [1, 428, 305], [2, 387, 276]], [[0, 380, 285], [1, 402, 306], [2, 433, 337]], [[0, 39, 22], [1, 58, 35], [2, 85, 54]], [[0, 691, 444], [1, 663, 435], [2, 631, 417]], [[0, 486, 380], [1, 529, 390], [2, 565, 411]]]]"
00565.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 356, 253], [1, 373, 275], [2, 399, 306]], [[0, 449, 317], [1, 427, 299], [2, 393, 274]], [[0, 418, 313], [1, 428, 336], [2, 451, 376]], [[0, 690, 450], [1, 667, 433], [2, 637, 416]], [[0, 39, 22], [1, 53, 45], [2, 84, 59]]]]"
00567.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 338, 215], [1, 349, 239], [2, 365, 282]], [[0, 364, 244], [1, 378, 264], [2, 391, 302]], [[0, 432, 315], [1, 417, 286], [2, 390, 250]], [[0, 684, 449], [1, 669, 423], [2, 637, 419]], [[0, 36, 22], [1, 51, 39], [2, 79, 65]]]]"
00569.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 317, 184], [1, 331, 209], [2, 353, 248]], [[0, 339, 136], [1, 335, 167], [2, 353, 201]], [[0, 423, 291], [1, 403, 268], [2, 378, 232]], [[0, 690, 450], [1, 673, 427], [2, 646, 409]], [[0, 33, 21], [1, 54, 39], [2, 76, 67]]]]"
00571.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 693, 449], [1, 673, 428], [2, 655, 393]], [[0, 313, 146], [1, 317, 182], [2, 329, 218]], [[0, 415, 273], [1, 398, 252], [2, 377, 218]], [[0, 336, 24], [1, 330, 50], [2, 328, 88]], [[0, 35, 24], [1, 52, 42], [2, 79, 61]]]]"
00573.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 689, 449], [1, 676, 426], [2, 671, 392]], [[0, 409, 261], [1, 393, 232], [2, 375, 199]], [[0, 296, 120], [1, 301, 147], [2, 315, 193]], [[0, 371, 17], [1, 350, 33], [2, 318, 67]], [[0, 32, 21], [1, 50, 38], [2, 80, 57]]]]"
00575.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 688, 447], [1, 683, 418], [2, 669, 392]], [[0, 403, 244], [1, 392, 222], [2, 372, 179]], [[0, 439, 18], [1, 412, 26], [2, 365, 27]], [[0, 287, 92], [1, 291, 121], [2, 304, 160]], [[0, 35, 20], [1, 51, 36], [2, 80, 65]]]]"
00577.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 687, 450], [1, 681, 422], [2, 666, 387]], [[0, 402, 239], [1, 388, 207], [2, 370, 169]], [[0, 550, 29], [1, 522, 21], [2, 484, 26]], [[0, 280, 79], [1, 284, 106], [2, 298, 143]], [[0, 35, 22], [1, 55, 38], [2, 76, 67]]]]"
00578.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 21], [1, 57, 39], [2, 79, 63]], [[0, 275, 69], [1, 283, 98], [2, 293, 132]], [[0, 402, 231], [1, 389, 203], [2, 371, 163]], [[0, 597, 53], [1, 574, 37], [2, 539, 27]], [[0, 689, 448], [1, 680, 422], [2, 672, 388]]]]"
00600.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 187, 99], [1, 164, 105], [2, 113, 130]], [[0, 161, 126], [1, 140, 131], [2, 91, 155]], [[0, 94, 166], [1, 80, 188], [2, 56, 229]], [[0, 118, 169], [1, 104, 185], [2, 70, 222]], [[0, 108, 202], [1, 87, 219], [2, 53, 261]], [[0, 128, 209], [1, 107, 224], [2, 68, 264]]]]"
00601.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 188, 97], [1, 164, 104], [2, 114, 131]], [[0, 161, 123], [1, 140, 130], [2, 93, 157]], [[0, 97, 166], [1, 84, 184], [2, 54, 232]], [[0, 120, 168], [1, 103, 185], [2, 70, 225]], [[0, 105, 201], [1, 90, 218], [2, 54, 259]], [[0, 125, 205], [1, 110, 224], [2, 74, 260]]]]"
00602.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 190, 95], [1, 165, 107], [2, 118, 129]], [[0, 164, 126], [1, 140, 130], [2, 90, 158]], [[0, 95, 166], [1, 81, 187], [2, 56, 227]], [[0, 120, 169], [1, 103, 184], [2, 71, 223]], [[0, 107, 202], [1, 88, 220], [2, 55, 259]], [[0, 128, 209], [1, 108, 223], [2, 71, 262]]]]"
00603.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 189, 95], [1, 165, 106], [2, 118, 125]], [[0, 162, 123], [1, 137, 129], [2, 90, 153]], [[0, 95, 166], [1, 78, 190], [2, 56, 229]], [[0, 118, 166], [1, 103, 184], [2, 70, 224]], [[0, 107, 202], [1, 89, 219], [2, 48, 263]], [[0, 126, 207], [1, 108, 223], [2, 69, 265]]]]"
00604.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 192, 96], [1, 168, 103], [2, 117, 126]], [[0, 165, 123], [1, 138, 130], [2, 94, 152]], [[0, 95, 166], [1, 82, 187], [2, 53, 231]], [[0, 119, 165], [1, 102, 184], [2, 68, 230]], [[0, 107, 200], [1, 88, 218], [2, 54, 259]], [[0, 126, 207], [1, 111, 223], [2, 68, 268]]]]"
00605.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 191, 97], [1, 167, 106], [2, 121, 123]], [[0, 165, 123], [1, 141, 132], [2, 94, 152]], [[0, 95, 165], [1, 81, 188], [2, 57, 231]], [[0, 119, 165], [1, 104, 184], [2, 71, 225]], [[0, 106, 202], [1, 91, 218], [2, 51, 262]], [[0, 127, 206], [1, 110, 223], [2, 72, 265]]]]"
00606.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 195, 96], [1, 168, 101], [2, 118, 126]], [[0, 168, 123], [1, 143, 128], [2, 84, 154]], [[0, 95, 165], [1, 80, 184], [2, 57, 232]], [[0, 118, 167], [1, 104, 183], [2, 71, 222]], [[0, 107, 200], [1, 88, 218], [2, 55, 261]], [[0, 128, 207], [1, 110, 220], [2, 70, 264]]]]"
00607.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 194, 93], [1, 170, 102], [2, 122, 123]], [[0, 167, 123], [1, 142, 127], [2, 90, 155]], [[0, 99, 165], [1, 82, 184], [2, 57, 231]], [[0, 118, 168], [1, 101, 183], [2, 70, 223]], [[0, 106, 201], [1, 89, 219], [2, 55, 259]], [[0, 127, 206], [1, 108, 225], [2, 72, 265]]]]"
00608.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 197, 92], [1, 173, 100], [2, 116, 126]], [[0, 169, 119], [1, 146, 126], [2, 88, 155]], [[0, 93, 163], [1, 80, 186], [2, 53, 234]], [[0, 119, 165], [1, 103, 180], [2, 68, 228]], [[0, 104, 201], [1, 90, 219], [2, 53, 261]], [[0, 128, 205], [1, 109, 219], [2, 70, 266]]]]"
00609.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 195, 92], [1, 172, 102], [2, 117, 125]], [[0, 169, 119], [1, 150, 125], [2, 95, 152]], [[0, 92, 166], [1, 80, 188], [2, 55, 238]], [[0, 118, 166], [1, 103, 184], [2, 68, 230]], [[0, 104, 202], [1, 89, 219], [2, 52, 263]], [[0, 122, 204], [1, 110, 221], [2, 74, 265]]]]"
00610.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 198, 94], [1, 176, 100], [2, 126, 120]], [[0, 171, 121], [1, 144, 125], [2, 94, 149]], [[0, 95, 164], [1, 80, 187], [2, 54, 234]], [[0, 118, 167], [1, 102, 184], [2, 70, 227]], [[0, 104, 203], [1, 90, 219], [2, 49, 266]], [[0, 128, 204], [1, 110, 222], [2, 69, 269]]]]"
00611.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 199, 92], [1, 175, 99], [2, 122, 122]], [[0, 171, 119], [1, 145, 127], [2, 97, 148]], [[0, 97, 163], [1, 80, 185], [2, 55, 232]], [[0, 118, 167], [1, 104, 180], [2, 68, 225]], [[0, 105, 203], [1, 88, 218], [2, 52, 263]], [[0, 126, 204], [1, 107, 223], [2, 72, 265]]]]"
00612.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 201, 92], [1, 178, 99], [2, 124, 120]], [[0, 172, 118], [1, 147, 123], [2, 99, 147]], [[0, 92, 164], [1, 78, 190], [2, 53, 230]], [[0, 119, 166], [1, 103, 184], [2, 68, 229]], [[0, 105, 199], [1, 89, 217], [2, 53, 264]], [[0, 124, 204], [1, 108, 220], [2, 78, 265]]]]"
00613.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 199, 88], [1, 180, 99], [2, 134, 114]], [[0, 173, 117], [1, 146, 127], [2, 95, 148]], [[0, 97, 163], [1, 80, 187], [2, 57, 231]], [[0, 117, 168], [1, 103, 185], [2, 71, 226]], [[0, 105, 203], [1, 88, 221], [2, 52, 266]], [[0, 125, 204], [1, 110, 224], [2, 73, 265]]]]"
00614.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 203, 91], [1, 176, 99], [2, 122, 123]], [[0, 172, 120], [1, 148, 124], [2, 95, 148]], [[0, 98, 161], [1, 81, 184], [2, 55, 230]], [[0, 120, 163], [1, 104, 182], [2, 72, 223]], [[0, 103, 201], [1, 91, 219], [2, 52, 264]], [[0, 122, 201], [1, 109, 219], [2, 76, 261]]]]"
00615.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 201, 90], [1, 178, 99], [2, 126, 119]], [[0, 172, 119], [1, 149, 124], [2, 103, 143]], [[0, 95, 162], [1, 81, 185], [2, 60, 222]], [[0, 117, 167], [1, 102, 183], [2, 71, 221]], [[0, 106, 201], [1, 89, 222], [2, 56, 263]], [[0, 124, 203], [1, 107, 222], [2, 77, 263]]]]"
00616.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 202, 89], [1, 179, 96], [2, 131, 116]], [[0, 172, 115], [1, 151, 124], [2, 110, 142]], [[0, 96, 165], [1, 80, 185], [2, 56, 223]], [[0, 118, 165], [1, 105, 181], [2, 72, 220]], [[0, 104, 202], [1, 88, 221], [2, 57, 261]], [[0, 125, 202], [1, 109, 220], [2, 73, 267]]]]"
00639.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 238, 123], [1, 217, 126], [2, 158, 145]], [[0, 218, 162], [1, 199, 153], [2, 153, 154]], [[0, 270, 147], [1, 246, 159], [2, 194, 176]], [[0, 230, 233], [1, 203, 219], [2, 157, 193]], [[0, 263, 317], [1, 245, 307], [2, 195, 284]], [[0, 321, 381], [1, 314, 357], [2, 284, 319]]]]"
00640.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 274, 91], [1, 247, 103], [2, 203, 134]], [[0, 264, 111], [1, 252, 128], [2, 207, 159]], [[0, 301, 154], [1, 273, 160], [2, 220, 174]], [[0, 247, 241], [1, 232, 230], [2, 185, 202]], [[0, 298, 350], [1, 277, 339], [2, 226, 308]], [[0, 367, 456], [1, 350, 427], [2, 334, 382]]]]"
00641.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 293, 61], [1, 277, 76], [2, 235, 118]], [[0, 285, 88], [1, 279, 104], [2, 247, 150]], [[0, 318, 155], [1, 295, 158], [2, 238, 172]], [[0, 276, 251], [1, 255, 240], [2, 203, 211]], [[0, 321, 384], [1, 299, 369], [2, 251, 332]], [[0, 402, 462], [1, 386, 450], [2, 340, 411]]]]"
00642.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 300, 45], [1, 287, 60], [2, 247, 115]], [[0, 299, 66], [1, 299, 87], [2, 276, 137]], [[0, 337, 157], [1, 312, 160], [2, 253, 165]], [[0, 299, 254], [1, 280, 246], [2, 226, 222]], [[0, 342, 403], [1, 327, 391], [2, 282, 359]], [[0, 438, 465], [1, 424, 451], [2, 370, 436]]]]"
00643.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 307, 28], [1, 292, 47], [2, 264, 96]], [[0, 306, 51], [1, 307, 73], [2, 295, 122]], [[0, 355, 158], [1, 330, 159], [2, 276, 165]], [[0, 326, 261], [1, 302, 249], [2, 247, 231]], [[0, 355, 413], [1, 334, 400], [2, 295, 375]], [[0, 499, 452], [1, 477, 455], [2, 421, 444]]]]"
00644.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 310, 12], [1, 298, 34], [2, 274, 88]], [[0, 311, 37], [1, 315, 60], [2, 313, 107]], [[0, 374, 157], [1, 351, 157], [2, 292, 162]], [[0, 347, 267], [1, 325, 258], [2, 265, 238]], [[0, 375, 417], [1, 358, 406], [2, 300, 380]], [[0, 554, 457], [1, 530, 458], [2, 472, 453]]]]"
00645.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 308, 1], [1, 302, 21], [2, 284, 77]], [[0, 314, 26], [1, 322, 46], [2, 318, 99]], [[0, 389, 161], [1, 362, 161], [2, 304, 160]], [[0, 362, 269], [1, 340, 261], [2, 282, 241]], [[0, 391, 414], [1, 372, 403], [2, 313, 383]], [[0, 611, 465], [1, 592, 451], [2, 542, 454]]]]"
00646.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 308, 3], [1, 302, 24], [2, 287, 85]], [[0, 314, 14], [1, 322, 36], [2, 323, 92]], [[0, 403, 160], [1, 382, 160], [2, 322, 159]], [[0, 381, 275], [1, 362, 266], [2, 307, 246]], [[0, 405, 414], [1, 387, 405], [2, 333, 388]], [[0, 675, 449], [1, 652, 453], [2, 605, 448]]]]"
00647.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 305, 4], [1, 300, 25], [2, 288, 83]], [[0, 314, 6], [1, 325, 27], [2, 329, 80]], [[0, 416, 164], [1, 392, 162], [2, 336, 159]], [[0, 396, 281], [1, 376, 273], [2, 321, 251]], [[0, 420, 411], [1, 401, 405], [2, 345, 391]], [[0, 695, 453], [1, 676, 452], [2, 631, 448]]]]"
00648.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 304, 3], [1, 300, 22], [2, 295, 78]], [[0, 314, 4], [1, 326, 21], [2, 333, 72]], [[0, 429, 164], [1, 407, 161], [2, 349, 160]], [[0, 410, 283], [1, 389, 273], [2, 337, 255]], [[0, 431, 409], [1, 408, 403], [2, 354, 392]], [[0, 695, 453], [1, 673, 449], [2, 634, 444]]]]"
00649.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 305, 4], [1, 302, 22], [2, 298, 75]], [[0, 314, 5], [1, 324, 22], [2, 339, 75]], [[0, 445, 163], [1, 418, 161], [2, 364, 161]], [[0, 424, 287], [1, 404, 278], [2, 353, 258]], [[0, 438, 411], [1, 421, 404], [2, 374, 392]], [[0, 695, 451], [1, 680, 449], [2, 626, 442]]]]"
00650.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 301, 4], [1, 300, 24], [2, 303, 80]], [[0, 310, 9], [1, 329, 28], [2, 344, 73]], [[0, 456, 165], [1, 430, 165], [2, 373, 165]], [[0, 436, 288], [1, 420, 279], [2, 362, 262]], [[0, 450, 407], [1, 433, 402], [2, 374, 390]], [[0, 695, 453], [1, 677, 447], [2, 632, 438]]]]"
00651.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 298, 3], [1, 301, 26], [2, 307, 76]], [[0, 309, 9], [1, 326, 23], [2, 349, 70]], [[0, 464, 165], [1, 439, 161], [2, 380, 163]], [[0, 449, 293], [1, 429, 282], [2, 375, 262]], [[0, 460, 406], [1, 438, 401], [2, 379, 390]], [[0, 690, 444], [1, 676, 453], [2, 637, 438]]]]"
00652.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 296, 4], [1, 299, 28], [2, 314, 86]], [[0, 310, 10], [1, 326, 23], [2, 351, 73]], [[0, 476, 164], [1, 452, 165], [2, 392, 167]], [[0, 460, 297], [1, 438, 289], [2, 385, 265]], [[0, 473, 403], [1, 451, 399], [2, 400, 389]], [[0, 687, 424], [1, 671, 442], [2, 633, 458]]]]"
00653.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 293, 3], [1, 298, 24], [2, 318, 75]], [[0, 307, 10], [1, 326, 25], [2, 353, 65]], [[0, 487, 163], [1, 468, 165], [2, 404, 166]], [[0, 469, 301], [1, 452, 290], [2, 400, 270]], [[0, 479, 402], [1, 455, 398], [2, 403, 389]], [[0, 690, 397], [1, 681, 418], [2, 649, 453]]]]"
00654.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 290, 6], [1, 299, 26], [2, 318, 67]], [[0, 305, 11], [1, 323, 21], [2, 356, 65]], [[0, 496, 165], [1, 472, 165], [2, 417, 163]], [[0, 478, 305], [1, 462, 295], [2, 411, 269]], [[0, 480, 400], [1, 461, 396], [2, 410, 388]], [[0, 690, 360], [1, 694, 385], [2, 677, 424]]]]"
00655.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 287, 8], [1, 299, 26], [2, 332, 75]], [[0, 306, 8], [1, 322, 20], [2, 353, 57]], [[0, 499, 161], [1, 479, 161], [2, 420, 164]], [[0, 488, 311], [1, 470, 299], [2, 415, 275]], [[0, 486, 399], [1, 465, 396], [2, 412, 388]], [[0, 674, 331], [1, 692, 346], [2, 691, 386]]]]"
00656.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 292, 6], [1, 299, 29], [2, 326, 65]], [[0, 305, 11], [1, 329, 20], [2, 360, 63]], [[0, 508, 161], [1, 483, 161], [2, 423, 165]], [[0, 494, 315], [1, 473, 301], [2, 430, 277]], [[0, 491, 403], [1, 468, 392], [2, 418, 385]], [[0, 655, 299], [1, 676, 317], [2, 704, 356]]]]"
00657.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 278, 8], [1, 299, 29], [2, 329, 64]], [[0, 303, 9], [1, 325, 19], [2, 358, 53]], [[0, 509, 157], [1, 485, 158], [2, 429, 164]], [[0, 624, 284], [1, 649, 291], [2, 689, 313]], [[0, 498, 317], [1, 480, 302], [2, 430, 276]], [[0, 499, 392], [1, 480, 390], [2, 426, 382]]]]"
00658.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 282, 4], [1, 294, 21], [2, 327, 57]], [[0, 302, 11], [1, 322, 18], [2, 360, 48]], [[0, 513, 155], [1, 488, 158], [2, 426, 162]], [[0, 504, 319], [1, 486, 308], [2, 441, 283]], [[0, 584, 303], [1, 601, 284], [2, 652, 284]], [[0, 507, 395], [1, 484, 384], [2, 432, 386]]]]"
00659.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 268, 13], [1, 287, 26], [2, 337, 57]], [[0, 292, 12], [1, 316, 17], [2, 359, 45]], [[0, 513, 155], [1, 490, 156], [2, 441, 161]], [[0, 510, 325], [1, 494, 312], [2, 443, 286]], [[0, 563, 343], [1, 563, 321], [2, 588, 281]], [[0, 524, 388], [1, 503, 387], [2, 448, 380]]]]"
00660.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 256, 15], [1, 280, 24], [2, 328, 54]], [[0, 290, 15], [1, 307, 13], [2, 362, 41]], [[0, 518, 154], [1, 496, 156], [2, 439, 160]], [[0, 519, 322], [1, 501, 311], [2, 444, 288]], [[0, 573, 400], [1, 566, 380], [2, 536, 335]], [[0, 545, 387], [1, 523, 387], [2, 468, 373]]]]"
00661.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 240, 10], [1, 263, 16], [2, 313, 47]], [[0, 288, 11], [1, 311, 10], [2, 358, 34]], [[0, 521, 154], [1, 501, 153], [2, 439, 159]], [[0, 519, 326], [1, 502, 316], [2, 452, 289]], [[0, 613, 415], [1, 589, 412], [2, 550, 385]], [[0, 564, 412], [1, 545, 405], [2, 500, 381]]]]"
00662.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 217, 18], [1, 242, 21], [2, 301, 40]], [[0, 286, 12], [1, 307, 11], [2, 360, 35]], [[0, 525, 153], [1, 499, 155], [2, 444, 158]], [[0, 522, 333], [1, 508, 323], [2, 457, 293]], [[0, 584, 449], [1, 564, 437], [2, 522, 404]], [[0, 649, 390], [1, 641, 407], [2, 599, 416]]]]"
